term 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102
виснуть 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001037 0 0 0 0 0.001056 0 0 0 0 0 0 0 0 0 0 0 0.001065 0.000985 0.001059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001059 0.001065 0 0.001062 0 0 0 0.001062 0 0 0 0.001047 0 0 0 0.001050 0 0 0 0 0 0
виталий 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000898 0 0 0 0.001531 0.000914 0 0 0 0 0 0 0 0 0 0 0 0.000922 0.000853 0.000917 0 0 0 0.001689 0 0 0 0 0 0 0 0 0 0.000917 0.000922 0 0.000919 0 0 0 0.000919 0.001628 0 0 0.000906 0 0 0 0.000909 0.002801 0 0 0 0 0
виток 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001037 0 0 0 0 0.001056 0 0 0 0 0 0 0 0 0 0 0 0.001065 0.000985 0.001059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001059 0.001065 0 0.001062 0 0 0 0.001062 0 0 0 0.001047 0 0 0 0.001050 0 0 0 0 0 0
вк 0 0 0 0 0 0 0 0 0 0.000174 0.000187 0.000100 0.000312 0.000205 0.000220 0.000204 0.000224 0.000207 0.000248 0.000166 0.000251 0.000142 0.000225 0.000258 0.000290 0.000217 0.000227 0.000223 0.000254 0.000209 0.000174 0.000167 0.000238 0.000291 0.000258 0.000231 0.000220 0.000220 0.000221 0.000226 0.000225 0.000223 0.000224 0.000294 0.000230 0.000231 0.000228 0.000119 0.000100 0.000305 0.000264 0.000135 0.000121 0.000099 0.000216 0.000195 0.000234 0.000317 0.000292 0.000310 0.000141 0.000179 0.000102 0.000099 0.000122 0.000113 0.000121 0.000200 0.000195 0.000279 0.000149 0.000245 0.000102 0.000313 0.000218 0.000100 0.000199 0.000160 0.000160 0.000162 0.000121 0.000122 0.000102 0.000122 0.000318 0.000312 0.000319 0.000121 0.000144 0.000129 0.000219 0.000120 0.000149 0.000159 0.000243 0.000120 0.000247 0.000256 0.000267 0.000162 0.000271 0.000289
вкладывать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
включать 0.001546 0.001848 0 0.001458 0 0.001098 0.001927 0.002543 0 0.001652 0 0.000950 0 0.000974 0.002086 0.000969 0 0.000980 0 0 0 0 0 0 0 0 0 0 0 0.003960 0.000823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000730 0.000722 0 0.000949 0 0 0.001923 0 0.000935 0 0 0 0 0.002767 0.002945 0 0 0.000484 0.000939 0 0 0 0 0.000927 0.003964 0.002119 0.001165 0.000483 0 0 0.000475 0.001885 0.000758 0.000758 0.000768 0 0 0.001454 0 0.001509 0.001481 0.001510 0 0.002723 0.000610 0.002074 0 0 0.000753 0.003457 0 0 0.003649 0.002529 0.000768 0.002567 0
включаться 0.007845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
включая 0 0.000120 0 0 0 0 0.000125 0.000083 0 0.000161 0.000172 0.000062 0.000192 0.000126 0.000135 0.000126 0.000092 0.000127 0.000152 0.000102 0.000155 0.000087 0.000138 0.000106 0.000179 0.000134 0.000140 0.000137 0.000156 0.000128 0.000160 0.000154 0.000146 0.000179 0.000159 0.000142 0.000090 0.000090 0.000091 0.000093 0.000092 0.000091 0.000092 0.000181 0.000095 0.000095 0.000094 0.000049 0.000062 0.000188 0.000162 0.000083 0.000050 0.000061 0.000133 0.000120 0.000144 0.000195 0.000179 0.000191 0.000087 0.000166 0.000063 0.000061 0.000050 0.000046 0.000050 0.000123 0.000120 0.000171 0.000092 0.000151 0.000063 0.000192 0.000134 0.000062 0.000183 0.000098 0.000098 0.000100 0.000050 0.000050 0.000063 0.000050 0.000196 0.000192 0.000196 0.000050 0.000088 0.000079 0.000202 0.000049 0.000092 0.000098 0.000150 0.000049 0.000152 0.000158 0.000164 0.000100 0.000166 0.000178
включение 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
включить 0.004844 0.002893 0.003191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.008669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001912 0.003250 0 0 0 0 0 0 0 0 0 0 0
вконтакте 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вкус 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001421 0 0 0 0 0.001401 0 0 0 0 0 0 0 0 0.001451 0.001407 0 0 0 0 0 0 0 0 0.001447 0.004443 0 0.001424 0 0 0 0 0 0 0.001454 0 0 0 0 0 0 0.001829 0 0 0 0 0 0 0 0 0 0 0 0
влад 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001037 0 0 0 0 0.001056 0 0 0 0 0 0 0 0 0 0 0 0.001065 0.000985 0.001059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001059 0.001065 0 0.001062 0 0 0 0.001062 0 0 0 0.001047 0 0 0 0.001050 0 0 0 0 0 0
владелец 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001737 0.001096 0 0 0 0.000884 0 0 0 0 0 0 0 0 0 0 0 0.000892 0.000825 0.000887 0 0 0.003055 0 0.002694 0 0 0 0 0 0 0 0 0.000887 0.000892 0 0.000889 0 0 0 0.000889 0 0 0.004795 0.000876 0 0 0 0.001760 0 0 0 0 0 0
владение 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.010269 0 0 0.007792 0 0 0.003792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005202 0.004785 0 0 0 0 0 0 0 0 0.003285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
владеть 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002915 0 0 0 0 0 0 0 0 0 0 0 0 0.001755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
владимир 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000898 0 0 0 0.001531 0.000914 0 0 0 0 0 0 0 0 0 0 0 0.000922 0.000853 0.000917 0 0 0 0.001689 0 0 0 0 0 0 0 0 0 0.000917 0.000922 0 0.000919 0 0 0 0.000919 0.001628 0.004377 0 0.000906 0 0 0 0.000909 0 0 0 0 0 0
владислав 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001485 0 0 0 0 0.001464 0 0 0 0 0 0 0.002101 0 0.001517 0.001471 0 0 0 0 0 0 0 0 0.001513 0 0 0.001489 0 0 0 0 0 0 0.001520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
власов 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
власть 0 0 0 0 0 0 0 0 0 0 0.004493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
влечь 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
влияние 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003046 0.003051 0.006041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
влиять 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003560 0 0 0 0 0 0 0 0 0 0 0 0 0.004327 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вложение 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001881 0 0 0 0 0.000999 0 0 0 0 0.001016 0 0 0 0 0 0 0 0 0 0 0 0.001025 0.000948 0.001019 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001019 0.001025 0 0.001022 0 0 0 0.001022 0 0 0 0.002015 0 0 0 0.002024 0 0 0 0 0 0
вложить 0 0 0.004635 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вместе 0.004634 0 0 0.004369 0 0 0.002888 0 0 0 0.002654 0 0 0 0.003126 0 0 0 0 0.002362 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002188 0 0 0 0 0 0 0 0 0 0 0 0 0.004148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001829 0 0 0 0 0 0 0 0 0 0 0 0
вместо 0.004270 0.007654 0.002813 0.008052 0.003933 0.009099 0.005323 0.003514 0.003680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002865 0 0 0 0 0 0.003236 0 0 0 0 0
вмешательство 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вмешиваться 0 0 0 0 0 0 0 0 0 0 0.004493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вначале 0 0 0 0 0 0.005570 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вне 0 0 0 0 0 0.009997 0.004385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
внедрение 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003202 0 0 0.005373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002610 0 0 0 0 0 0 0.003698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
внедрить 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002846 0 0.004336 0 0 0 0 0 0 0 0 0 0 0
внедрять 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001845 0 0 0.002493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002649 0 0 0 0 0 0 0 0 0 0 0 0 0
внести 0 0.003859 0 0 0.005953 0 0 0 0 0 0.003701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
внеурочный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001961 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001920 0.001923 0.001930 0.001973 0.001964 0.001945 0.001954 0 0.002013 0.002016 0.001995 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
внешнии 0 0 0 0 0 0 0 0 0 0 0.004493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
внешний 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002028 0 0 0 0 0 0 0 0.004336 0 0 0 0 0 0 0 0 0 0 0
внимание 0 0.001275 0 0.002012 0.001966 0 0 0.001756 0 0 0 0 0 0 0 0 0.000980 0 0 0 0 0 0 0.001126 0 0 0 0 0 0 0 0 0.003111 0 0 0 0.002878 0.000961 0.000964 0.000986 0.000981 0.000972 0.000977 0 0.001006 0.001008 0.000997 0 0.001310 0.003992 0 0.000884 0 0.000645 0 0 0 0 0 0 0.000926 0 0.000668 0.000648 0 0 0 0 0 0 0.000975 0 0.000667 0 0 0.000656 0 0.001046 0.001046 0.001060 0 0 0.000670 0 0 0 0 0 0.000940 0 0 0 0 0.001040 0 0 0 0 0 0.001060 0 0
внимательно 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002490 0.002490 0.002523 0 0 0 0 0 0 0 0 0 0 0 0 0.002328 0.002475 0 0 0 0 0 0.002523 0 0
внимательность 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
внимательный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003291 0 0 0.001481 0 0.003244 0 0 0 0 0 0.003407 0.003102 0 0.003360 0.003254 0 0 0 0 0 0 0 0.002694 0.003353 0 0 0.003293 0 0 0 0 0 0 0.003363 0 0.003490 0.003425 0.003492 0 0.001574 0.001411 0 0 0 0 0 0 0 0 0 0 0 0
вносить 0 0 0 0 0 0 0 0 0 0 0.003446 0 0 0 0 0 0.002763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004533 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004037 0 0 0 0 0 0 0 0 0 0 0
внутренний 0 0 0 0 0 0 0.002026 0.002675 0.002802 0 0 0 0 0.006142 0.004386 0 0 0.006187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000790 0 0 0.007895 0 0.000804 0 0 0 0 0 0 0 0 0 0 0 0.000811 0.000750 0.000806 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000806 0.000811 0 0.000809 0 0 0 0.000809 0 0 0.002181 0.000797 0 0 0 0.000799 0 0 0 0 0 0
внутри 0 0 0.003521 0 0 0 0 0.013191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002354 0 0 0 0 0 0 0 0 0 0 0 0 0
внутрикорпоративный 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вовлекать 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001037 0 0 0 0 0.001056 0 0 0 0 0 0 0 0 0 0 0 0.001065 0.000985 0.001059 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001059 0.001065 0 0.001062 0 0 0 0.001062 0 0 0 0.001047 0 0 0 0.001050 0 0 0 0 0 0
вовремя 0 0 0 0 0 0 0 0 0 0 0 0 0.002766 0 0 0 0.001326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001298 0.001300 0.001305 0.001334 0.001328 0.001315 0.001321 0 0.001361 0.001363 0.001349 0 0.002657 0 0 0.001196 0 0.001745 0 0 0 0 0 0 0.001252 0 0.001810 0.001753 0 0 0 0 0 0 0.001319 0 0.001806 0 0 0.001774 0 0 0 0 0 0 0.001810 0 0 0 0 0 0.001271 0 0 0 0 0 0 0 0 0 0 0 0 0
вовсе 0 0 0 0 0 0 0.004890 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
вода 0 0 0 0 0 0 0 0 0 0.000620 0 0 0 0.000731 0.000783 0 0.000533 0.000736 0 0 0 0 0 0.000613 0 0 0 0 0 0 0 0 0.000846 0 0 0 0.000522 0.000523 0.000525 0.000536 0.000534 0.000529 0.000531 0 0.000547 0.000548 0.000542 0.001693 0.002138 0 0 0.000963 0.001724 0.002106 0 0 0 0 0 0.001107 0 0 0.002183 0.002115 0.001736 0.001607 0.001725 0 0 0 0.000531 0.000875 0.002178 0 0 0.002140 0 0.001708 0.001708 0.001729 0.001725 0.001740 0.002184 0.001734 0.001133 0.001112 0.001134 0.001731 0.001023 0.001375 0.000779 0.001708 0.001064 0.001698 0.001731 0.001715 0.000880 0.001827 0.001899 0.001729 0.001928 0
военной 0 0 0 0 0 0 0 0 0 0 0 0.002411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
возврат 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002361 0.001334 0.002109 0 0.002726 0.002043 0.002129 0.002091 0 0 0 0 0 0 0.002423 0 0 0.001379 0.001383 0.001414 0 0.001394 0 0 0 0 0 0 0.000938 0 0 0.001268 0 0.000925 0 0 0 0 0 0 0.001328 0 0.000958 0.001859 0 0 0 0 0 0 0 0 0.000956 0 0 0.000941 0 0 0 0 0 0 0.000960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
возвратить 0 0 0 0 0.007227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
возвращать 0.020320 0.012141 0.020066 0.009578 0 0.018039 0.015828 0.012534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
возвращаться 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000999 0 0 0 0 0.001016 0 0 0 0 0 0 0 0 0 0 0 0.001025 0.000948 0.001019 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001019 0.001025 0 0.001022 0 0 0 0.001022 0 0 0 0.001008 0 0 0 0.001010 0 0 0 0 0 0
воздух 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
